Title,Company,Location,Type,Level,YearsExp,Country,Skills
Marketing Specialist,Sphinx for Electric Spare Parts,Azbakia,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Social Media, E-marketing, Digital Marketing, Marketing/PR/Advertising, Media/Journalism/Publishing"
Marketing Specialist,Tabarak Holding,New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Online Marketing, Communication Skills, Real Estate, English, Mass Communication, Creative, Digital, Social Media, Sales/Retail"
Marketing Specialist - Giza,MENA For Contracting & Trading,Mohandessin,Full Time,Experienced,5-7 Yrs of Exp,Giza,"Advertising, Marketing Planning, Marketing Campaigns, Social Media, Real Estate, Communication Skills, English"
Marketing Specialist - New Cairo,"General Star Business Development Co.,(Egypt)",New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Social Media, E-marketing, Microsoft Office, Furniture, Woods, Market Research, Computer Skills, Marketing/PR/Advertising"
Marketing Supervisor,Arab Mechanical Engineers,Nasr City,Full Time,Manager,5+ Yrs of Exp,Cairo,"Marketing, Market Research, English, Management, Creativity, Operations/Management, Marketing/PR/Advertising, Media/Journalism/Publishing"
Marketing Supervisor,Confidential,New Cairo,Full Time,Experienced,4-8 Yrs of Exp,Cairo,"Digital Marketing, SEO, Communication, Social Media, Sales, Business, English, Writing, Marketing/PR/Advertising"
Marketing Technology Specialist,Confidential,Maadi,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Computer Science, Telecom Engineering, CRM, PHP, HTML, SQL, ERP, E-marketing, Social Media, REST, JavaScript, SOAP, Python"
Massive Hiring Recruitment Leader,UX Centers,Abu Rawash,Full Time,Manager,3+ Yrs of Exp,Giza,"Recruitment, Massive Hiring, Call Center, Offshore, Human Resources"
Material Management Section Head,Egyptian German Automotive,6th of October,Full Time,Manager,7-10 Yrs of Exp,Giza,"Warehouse, Supply Chain, Logistics, Logistics/Supply Chain"
Material Planner,Confidential,Obour City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Supply Chain, Materiel Planning, Commerce, Food, Production, English, Logistics/Supply Chain, Purchasing/Procurement"
Material Planning Engineer,Simplex,Marg,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Logistics, Production, Supply Chain, Material Planning, Inventory Management, Raw Materials, Manufacturing/Production"
Material Planning Specialist/Engineer,Masria Digital Payment (MDP),10th of Ramadan City,Full Time,Entry Level,1-3 Yrs of Exp,Sharqia,"Material, Industrial, Planning, Supply Chain, Logistics, SAP, Logistics/Supply Chain, Purchasing/Procurement"
Materials Engineer,Mobica,Abu Rawash,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Engineering, Production, English, Communication Skills, Materials, Solid Work, Auto CAD, 2D, 3D, Manufacturing/Production"
Math Supervisor,Nahdet Misr Publishing Group,Mohandessin,Full Time,Experienced,10+ Yrs of Exp,Giza,"Curriculum, Teaching, Maths, Education, Education/Teaching"
Math Teacher,Manhattan Schools,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Teaching, Education, School, Math Teacher, Mathematics, Education/Teaching"
Math Teacher,Mishkat Nour,Port Said,Part Time,Experienced,3-7 Yrs of Exp,Egypt,"Education, Teaching, International School, English, Teacher, Mathematics, Education/Teaching"
Math Teacher,Oxford Modern School,Obour City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Teaching, Mathematics, English, Education/Teaching"
Math Teacher (6th Of October Branch),Egyptian Language School,6th of October,Full Time,Experienced,2+ Yrs of Exp,Giza,"Education, Communication Skills, School, English, Primary, Mathematics, Education/Teaching"
Math Teacher - Oman,Alam Almaarifa,Muscat,Full Time,Experienced,3-5 Yrs of Exp,Oman,"Females Preferred, Education, Math Teaching, English, Education/Teaching"
Math Teacher - Tanta (British Section),Future British International School,Tanta,Full Time,Experienced,2+ Yrs of Exp,Gharbia,"TEFL, Teaching, Education, Mathematics, ICDL, IELTS, English, Education/Teaching"
Mathematics Teacher,El Massria Integrated Schools,10th of Ramadan City,Full Time,Experienced,2-3 Yrs of Exp,Sharqia,"Teaching, Mathematics, Teacher, Computer Skills, Education/Teaching"
Mechanical Design Engineer,SF Egypt,6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Mechanical Engineering, Manufacturing, Technical, SolidWorks, Production, CSWP, Customer Support, English, Design, Computer Skills"
Mechanical Design Engineer,TTC Technologies,Heliopolis,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"SolidWorks, AutoCAD, Mechanical Engineering, FEA, Autodesk Inventor, DFMA, Ansys, Mechanical Design, Manufacturing, English"
Mechanical Design Supervisor (Electrical Panel...,Chint Egemac,6th of October,Full Time,Experienced,5-10 Yrs of Exp,Giza,"Mechanical Engineering, Design, MDB, MCC, AutoCAD, Manufacturing, Panels, English, Creative/Design/Art"
Mechanical Engineer,Al Safa,Nasr City,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Mechanical Engineering, Communication Skills, Construction, Engineering - Mechanical/Electrical"
Mechanical Engineer,Almotaheda,Nasr City,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"Mechanical Engineering, Electrical Engineering, Engineering - Mechanical/Electrical"
Mechanical Engineer,Bariq/Raya Holding,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Mechanical Maintenance, Mechanical Power Engineering, Manufacturing, Engineering - Mechanical/Electrical"
Mechanical Engineer,Confidential,New Cairo,Full Time,Experienced,5+ Yrs of Exp,Cairo,"English, Maintenance, Planning, CAD, Communication Skills, Design, MS Office, Arabic, Engineering - Mechanical/Electrical"
Mechanical Engineer,EL SHIDEED,Obour City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Maintenance, Engineering - Mechanical/Electrical"
Mechanical Engineer,Elnady Engineering & Agencies,Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Acoustics, AutoCAD, Design, English, Engineering - Mechanical/Electrical"
Mechanical Engineer,INGAZ,Alexandria,Full Time,Experienced,4-7 Yrs of Exp,Egypt,"AC, Mechanical Engineering, Maintenance, Microsoft Office, Air Conditioning, Chillers, Computer Skills, Pumps, Fire Extinguishing"
Mechanical Engineer,Mina Co. for Engineering,Abu Rawash,Internship,Entry Level,null Yrs of Exp,Giza,"production, Electrical Engineering, Maintenance, Manufacturing/Production, Engineering - Mechanical/Electrical"
Mechanical Engineer,Nama,New Damietta,Full Time,Entry Level,0-3 Yrs of Exp,Damietta,"Mechanical Engineering, Electrical Engineering, Maintenance, Communication Skills, Installation/Maintenance/Repair"
Mechanical Engineer,Otrac,Salam City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Mechanical Engineering, Maintenance, Installation/Maintenance/Repair, Engineering - Mechanical/Electrical"
Mechanical Engineer,Tiger Marine,Badr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Mechanical Engineering, Maintenance, Electrical Engineering, Technical Drawings, Installation/Maintenance/Repair"
Mechanical Engineer - Heavy Equipment,Confidential,Heliopolis,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Mechanical Engineering, Mechanics, Maintenance Equipment, Heavy Equipment, Equipment Maintenance, Installation/Maintenance/Repair"
Mechanical Engineer - Maintenance مهندس صيانة,Go Bus,Katameya,Full Time,Experienced,5-7 Yrs of Exp,Cairo,"Males Only, Maintenance, Mechanical Engineering, Transportation, MS Office, English, Installation/Maintenance/Repair"
Mechanical Engineer - Refrigeration (Saudi...,Altayar recruitment,Riyadh,Full Time,Experienced,6+ Yrs of Exp,Saudi Arabia,"Mechanical Engineering, Refrigeration, Food, Poultry, English, Installation/Maintenance/Repair, Engineering - Mechanical/Electrical"
Mechanical Engineer For Swimming Pool & Water...,Light and Water Art,6th of October,Full Time,Experienced,4-7 Yrs of Exp,Giza,"AutoCAD, Mechanical Engineering, Fountains, Design, Swimming Pools, Creative/Design/Art, Installation/Maintenance/Repair"
Mechanical Engineering Instructor - Cairo,Engosoft,Nasr City,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Males Only, Revit, Elite, HAP, Mechanical instructor, Sales Skills, Mechanical Engineering, HVAC, Design, Power"
Mechanical Extrusion Engineer (Three Layers Sheet...,Le souverain,10th of Ramadan City,Full Time,Experienced,5-10 Yrs of Exp,Sharqia,"Mechanical, Extrusion, Multi-Layers Sheet, ABS, PC, Engineering, Manufacturing, Production, English, Manufacturing/Production"
Mechanical Maintenance Engineer,Cepack,10th of Ramadan City,Full Time,Experienced,2-6 Yrs of Exp,Sharqia,"Maintenance, Corrugated Box, Mechanical Engineering, Packing, Installation/Maintenance/Repair, Manufacturing/Production"
Mechanical Maintenance Engineer,Confidential,Sheraton,Full Time,Experienced,5-6 Yrs of Exp,Cairo,"Maintenance, Mechanical Engineering, Technical, Installation/Maintenance/Repair, Engineering - Mechanical/Electrical"
Mechanical Maintenance Engineer,Modern Structures & Equipment,Dakahlia,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Males Only, Mechanical Engineering, Planning Maintenance, Installation/Maintenance/Repair, Engineering - Mechanical/Electrical"
Mechanical Maintenance Engineer,New City Glass,10th of Ramadan City,Shift Based,Experienced,2-4 Yrs of Exp,Cairo,"Maintenance, Production Engineering, Spare Parts, Glass Manufacturing, Installation/Maintenance/Repair"
Mechanical Maintenance Engineer - Ready Made...,Confidential,Giza,Full Time,Experienced,6-10 Yrs of Exp,Egypt,"Mechanical Engineering, Safety, Troubleshooting, Electrical Engineering, Heavy Equipment, Plumbing, Manufacturing/Production"
Mechanical Material Planning Engineer,Chint Egemac,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Mechanical Engineering, SAP, Design, Production, Mechanical Raw Material, Raw Material Planning, Metal Drawings, English, Busbar"
Mechanical Production Engineer,Gila Electric,10th of Ramadan City,Full Time,Experienced,3-4 Yrs of Exp,Sharqia,"Production Engineering, Manufacturing, Manufacturing/Production, Engineering - Mechanical/Electrical"
